Importance
0.05953354
0.048671637
0.043705862
0.040306523
0.039959423
0.037452392
0.036850914
0.03351466
0.028561695
0.024777228
0.022990743
0.02291399
0.022886746
0.020963747
0.019878715
0.019414818
0.018956492
0.018359704
0.018178571
0.018095255
0.017083926
0.016939284
0.016314065
0.016220616
0.014481505
0.014385751
0.013647443
0.013356625
0.012512288
0.011236426
0.010893259
0.010638275
0.01045798
0.010262429
0.01011438
0.009839188
0.009656052
0.009537442
0.008934658
0.0085615795
0.008261579
0.008260651
0.008101752
0.007847256
0.007408464
0.007237543
0.0068496997
0.0068091387
0.0067443154
0.006374882
0.006259877
0.005534155
0.004763672
0.004646266
0.004604025
0.004591251
0.0044012647
0.004185952
0.004037987
0.003989316
0.0036878653
0.0032466725
0.003112492
0.003019374
0.0028026048
0.0021951075
0.0018226225
0.0016392701
0.0016063751
0.001546666
0.0014039283
0.0013099866
0.0012995237
0.0012259474
0.0011485101
0.0011396327
0.0010312808
0.0009768031
0.0009316322
0.00080320635
0.00079281005
0.00069171283
0.0006110928
